% Model,attempt8.mph
% Version,COMSOL 6.1.0.282
% Date,"Aug 27 2025, 15:24"
% Table,ewfd.normE^4_ate_325nm - 
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.874999999999999E2,1.875000000000000E2,6.330000000000000E-1,1.451966417008157E19
2.874999999999999E2,2.000000000000000E2,6.330000000000000E-1,1.521407318822226E19
2.874999999999999E2,2.125000000000000E2,6.330000000000000E-1,1.740908319356189E19
2.874999999999999E2,2.250000000000000E2,6.330000000000000E-1,1.817013194762950E19
2.874999999999999E2,2.375000000000000E2,6.330000000000000E-1,2.039711941362126E19
2.874999999999999E2,2.500000000000000E2,6.330000000000000E-1,2.117200860085918E19
2.874999999999999E2,2.625000000000000E2,6.330000000000000E-1,2.413626652125685E19
2.874999999999999E2,2.750000000000000E2,6.330000000000000E-1,3.143048616352579E19
2.874999999999999E2,2.874999999999999E2,6.330000000000000E-1,4.017480398114082E19
2.874999999999999E2,3.000000000000000E2,6.330000000000000E-1,6.016008458876921E19
2.874999999999999E2,3.125000000000000E2,6.330000000000000E-1,1.067886822355827E20
2.874999999999999E2,3.250000000000000E2,6.330000000000000E-1,3.506942621502686E20
2.874999999999999E2,3.374999999999999E2,6.330000000000000E-1,1.836059359925802E21
2.874999999999999E2,3.500000000000000E2,6.330000000000000E-1,5.889910225923647E20
2.874999999999999E2,3.625000000000000E2,6.330000000000000E-1,1.599504286957735E20
2.874999999999999E2,3.749999999999999E2,6.330000000000000E-1,1.401110352707022E21
2.874999999999999E2,3.875000000000000E2,6.330000000000000E-1,4.993446408929070E19
2.874999999999999E2,4.000000000000000E2,6.330000000000000E-1,2.790359642088113E19
2.874999999999999E2,4.125000000000000E2,6.330000000000000E-1,2.188171245590460E19
2.874999999999999E2,4.249999999999999E2,6.330000000000000E-1,1.948349694030079E19
2.874999999999999E2,4.375000000000000E2,6.330000000000000E-1,1.823524547035917E19
2.874999999999999E2,4.500000000000000E2,6.330000000000000E-1,1.793275237115575E19
2.874999999999999E2,4.624999999999999E2,6.330000000000000E-1,1.787652711443645E19
2.874999999999999E2,4.749999999999999E2,6.330000000000000E-1,1.829386575203396E19
2.874999999999999E2,4.874999999999999E2,6.330000000000000E-1,1.924412559945476E19
2.874999999999999E2,5.000000000000000E2,6.330000000000000E-1,2.158934206363291E19
3.000000000000000E2,0.000000000000000E0,6.330000000000000E-1,8.189731478319751E18
3.000000000000000E2,1.250000000000000E1,6.330000000000000E-1,9.975683015774680E18
3.000000000000000E2,2.500000000000000E1,6.330000000000000E-1,1.023405967873810E19
3.000000000000000E2,3.750000000000000E1,6.330000000000000E-1,1.072150374895979E19
3.000000000000000E2,5.000000000000000E1,6.330000000000000E-1,1.073635055233738E19
3.000000000000000E2,6.250000000000000E1,6.330000000000000E-1,1.167269469600653E19
3.000000000000000E2,7.500000000000000E1,6.330000000000000E-1,1.190667224980059E19
3.000000000000000E2,8.750000000000000E1,6.330000000000000E-1,1.225270584581798E19
3.000000000000000E2,1.000000000000000E2,6.330000000000000E-1,1.276283004863203E19
3.000000000000000E2,1.125000000000000E2,6.330000000000000E-1,1.341242807507612E19
3.000000000000000E2,1.250000000000000E2,6.330000000000000E-1,1.366875610101894E19
3.000000000000000E2,1.375000000000000E2,6.330000000000000E-1,1.473672897108474E19
3.000000000000000E2,1.500000000000000E2,6.330000000000000E-1,1.489473298150178E19
3.000000000000000E2,1.625000000000000E2,6.330000000000000E-1,1.610936330656275E19
3.000000000000000E2,1.750000000000000E2,6.330000000000000E-1,1.693070765153659E19
3.000000000000000E2,1.875000000000000E2,6.330000000000000E-1,1.849410226567426E19
3.000000000000000E2,2.000000000000000E2,6.330000000000000E-1,1.985485483425682E19
3.000000000000000E2,2.125000000000000E2,6.330000000000000E-1,2.198795821873083E19
3.000000000000000E2,2.250000000000000E2,6.330000000000000E-1,2.432975942173637E19
3.000000000000000E2,2.375000000000000E2,6.330000000000000E-1,2.848600088198348E19
3.000000000000000E2,2.500000000000000E2,6.330000000000000E-1,3.347832251258232E19
3.000000000000000E2,2.625000000000000E2,6.330000000000000E-1,3.948141015633208E19
3.000000000000000E2,2.750000000000000E2,6.330000000000000E-1,5.373002988964478E19
3.000000000000000E2,2.874999999999999E2,6.330000000000000E-1,8.697209856789347E19
3.000000000000000E2,3.000000000000000E2,6.330000000000000E-1,1.775483801741702E20
3.000000000000000E2,3.125000000000000E2,6.330000000000000E-1,5.167135955671755E20
3.000000000000000E2,3.250000000000000E2,6.330000000000000E-1,1.666972870441015E21
3.000000000000000E2,3.374999999999999E2,6.330000000000000E-1,5.353686325543748E20
3.000000000000000E2,3.500000000000000E2,6.330000000000000E-1,2.407771292792021E20
3.000000000000000E2,3.625000000000000E2,6.330000000000000E-1,8.817256167479025E20
3.000000000000000E2,3.749999999999999E2,6.330000000000000E-1,5.909383286863161E19
3.000000000000000E2,3.875000000000000E2,6.330000000000000E-1,3.218529509738295E19
3.000000000000000E2,4.000000000000000E2,6.330000000000000E-1,2.443610261255910E19
3.000000000000000E2,4.125000000000000E2,6.330000000000000E-1,2.136419178592381E19
3.000000000000000E2,4.249999999999999E2,6.330000000000000E-1,1.981039106491498E19
