% Model,attempt10-785nm_step1.mph
% Version,COMSOL 6.1.0.282
% Date,"Nov 11 2025, 14:58"
% Table,E^4 - Surface Integration 1
% pyramid_l (nm),D (nm),lambda0 (µm),ewfd.normE^4 (kg^4*m^6/(s^12*A^4))
2.100000000000000E2,3.450000000000000E2,7.850000000000000E-1,5.391468239556193E17
2.100000000000000E2,3.500000000000000E2,7.850000000000000E-1,5.200422869435365E17
2.100000000000000E2,3.550000000000000E2,7.850000000000000E-1,5.302563746092184E17
2.100000000000000E2,3.600000000000000E2,7.850000000000000E-1,5.342920240515493E17
2.100000000000000E2,3.649999999999999E2,7.850000000000000E-1,5.318824858519869E17
2.100000000000000E2,3.699999999999999E2,7.850000000000000E-1,5.149853776449846E17
2.100000000000000E2,3.749999999999999E2,7.850000000000000E-1,5.198057131390246E17
2.100000000000000E2,3.799999999999999E2,7.850000000000000E-1,5.229522710746949E17
2.100000000000000E2,3.850000000000000E2,7.850000000000000E-1,5.330058597823265E17
2.100000000000000E2,3.900000000000000E2,7.850000000000000E-1,5.216905215003220E17
2.100000000000000E2,3.950000000000000E2,7.850000000000000E-1,5.186067406746170E17
2.100000000000000E2,4.000000000000000E2,7.850000000000000E-1,5.074072765761459E17
2.100000000000000E2,4.050000000000000E2,7.850000000000000E-1,5.153076836894255E17
2.100000000000000E2,4.100000000000000E2,7.850000000000000E-1,5.226636592995020E17
2.100000000000000E2,4.150000000000000E2,7.850000000000000E-1,5.193564362930753E17
2.100000000000000E2,4.199999999999999E2,7.850000000000000E-1,5.309675576468695E17
2.100000000000000E2,4.249999999999999E2,7.850000000000000E-1,5.113708244128572E17
2.100000000000000E2,4.299999999999999E2,7.850000000000000E-1,5.061031981634802E17
2.100000000000000E2,4.349999999999999E2,7.850000000000000E-1,5.244158540091008E17
2.100000000000000E2,4.399999999999999E2,7.850000000000000E-1,5.026322050807374E17
2.100000000000000E2,4.450000000000000E2,7.850000000000000E-1,5.144047144533879E17
2.100000000000000E2,4.500000000000000E2,7.850000000000000E-1,4.882048154724342E17
2.100000000000000E2,4.550000000000000E2,7.850000000000000E-1,5.063661595766751E17
2.100000000000000E2,4.600000000000000E2,7.850000000000000E-1,5.196348413473898E17
2.100000000000000E2,4.650000000000000E2,7.850000000000000E-1,4.848186889918294E17
2.100000000000000E2,4.700000000000000E2,7.850000000000000E-1,5.154979807671640E17
2.100000000000000E2,4.749999999999999E2,7.850000000000000E-1,5.031667645369259E17
2.100000000000000E2,4.800000000000000E2,7.850000000000000E-1,4.936072157133758E17
2.100000000000000E2,4.849999999999999E2,7.850000000000000E-1,4.963239062439356E17
2.100000000000000E2,4.900000000000000E2,7.850000000000000E-1,4.995843458492703E17
2.100000000000000E2,4.949999999999999E2,7.850000000000000E-1,4.932480032342707E17
2.100000000000000E2,5.000000000000000E2,7.850000000000000E-1,5.050078641327889E17
2.150000000000000E2,0.000000000000000E0,7.850000000000000E-1,6.910196960332548E17
2.150000000000000E2,4.999999999999999E0,7.850000000000000E-1,5.488044360657747E17
2.150000000000000E2,9.999999999999998E0,7.850000000000000E-1,5.446850513686758E17
2.150000000000000E2,1.500000000000000E1,7.850000000000000E-1,5.231546019673074E17
2.150000000000000E2,2.000000000000000E1,7.850000000000000E-1,5.260059236041813E17
2.150000000000000E2,2.500000000000000E1,7.850000000000000E-1,5.298718252786326E17
2.150000000000000E2,3.000000000000000E1,7.850000000000000E-1,5.318218670349306E17
2.150000000000000E2,3.500000000000000E1,7.850000000000000E-1,5.481093422094003E17
2.150000000000000E2,3.999999999999999E1,7.850000000000000E-1,5.453810708546753E17
2.150000000000000E2,4.500000000000000E1,7.850000000000000E-1,5.579086459797671E17
2.150000000000000E2,5.000000000000000E1,7.850000000000000E-1,5.529470212426273E17
2.150000000000000E2,5.499999999999999E1,7.850000000000000E-1,5.596437385851831E17
2.150000000000000E2,6.000000000000000E1,7.850000000000000E-1,5.563080583303847E17
2.150000000000000E2,6.499999999999999E1,7.850000000000000E-1,5.723589393544685E17
2.150000000000000E2,7.000000000000000E1,7.850000000000000E-1,5.786789792751965E17
2.150000000000000E2,7.500000000000000E1,7.850000000000000E-1,5.625211458469871E17
2.150000000000000E2,7.999999999999999E1,7.850000000000000E-1,5.637447381782902E17
2.150000000000000E2,8.500000000000000E1,7.850000000000000E-1,5.746062073792822E17
